"WO #",Unit,"Unit Zone","Property Group",Creation,Activation,"Expected Completion",Closed,"Block Type","Block Start","Block End",Title,Vendor,Operator,Priority,"Show in Owner Area","Charge Type",Status,"Unit Status",Age,Originator,Processor
39714933,"Signal Inn - Unit 15",,"Signal Inn","05/02/26 11:31 am","05/07/26 10:12 pm",,N/A,"Not Blocked", , ,"2 doors off bottom cabinets in kitchen",N/A,N/A,N/A,No,"No Charge",Active,Checked-out/Clean,117,"Maintenance App","Johnson Michelle"
39558265,"Signal Inn - Unit 01",,"Signal Inn","04/24/26 01:59 pm","05/06/26 05:33 am",,N/A,"Not Blocked", , ,"both bedroom TVs",N/A,N/A,N/A,No,"No Charge",Active,Checked-out/Clean,125,"Maintenance App","Meathe Charlene"
39557429,"Signal Inn - Unit 09",,"Signal Inn","04/24/26 01:09 pm","05/06/26 05:33 am",,N/A,"Not Blocked", , ,"patio cushions",N/A,N/A,N/A,No,"No Charge",Active,Occupied,125,"Maintenance App","Meathe Charlene"
39557371,"Signal Inn - Unit 09",,"Signal Inn","04/24/26 01:07 pm","05/06/26 05:34 am",,N/A,"Not Blocked", , ,"living room couch and chair",N/A,N/A,N/A,No,"No Charge",Active,Occupied,125,"Maintenance App","Meathe Charlene"
39516279,"Sandalfoot 3B2",,Sandalfoot,"04/22/26 11:45 am","05/06/26 05:34 am",,N/A,"Not Blocked", , ,"bedroom main dresser",N/A,N/A,N/A,No,"No Charge",Active,Checked-out/Clean,127,"Maintenance App","Meathe Charlene"
39515848,"Sandalfoot 3B2",,Sandalfoot,"04/22/26 11:24 am","05/06/26 05:34 am",,N/A,"Not Blocked", , ,"fire extinguisher",N/A,N/A,N/A,No,"No Charge",Active,Checked-out/Clean,127,"Maintenance App","Meathe Charlene"
39514497,"Sandalfoot 4B3",,Sandalfoot,"04/22/26 10:06 am","05/06/26 05:34 am",,N/A,"Not Blocked", , ,"sandalfiot 4B3",N/A,N/A,N/A,No,"No Charge",Active,Occupied,127,"Maintenance App","Meathe Charlene"
39408155,"Bali Poolside",,"Northern Portfolio","04/16/26 03:07 pm","04/17/26 01:47 pm",04/16/26,N/A,"Not Blocked", , ,"Repair Door Knob","Gulf Coast - Fees",N/A,N/A,No,Owner,Active,Checked-out/Clean,133,Management,"Evans Beth"
"39318657-master closet off hinge","Sandalfoot 2D2",,Sandalfoot,"04/12/26 01:05 pm","04/12/26 01:05 pm",04/12/26,N/A,"Not Blocked", , ,"master closet off hinge","Sandalfoot Maintenance",N/A,N/A,No,"No Charge",Active,Occupied,137,Management,"Sperrazza Julianna"
39300749,"Sandalfoot 1A3",,Sandalfoot,"04/11/26 10:05 am","04/11/26 10:05 am",,N/A,"Not Blocked", , ,"Sandalfoot 1A3 Lock needs battery","Sandalfoot Maintenance",N/A,N/A,No,"No Charge",Active,Occupied,138,Management,"Rodriguez Angie"
39300727,"Sandalfoot 5D1",,Sandalfoot,"04/11/26 10:03 am","04/11/26 10:03 am",,N/A,"Not Blocked", , ,"Sandalfoot 5D1 Lock needs Battery","Sandalfoot Maintenance",N/A,N/A,No,"No Charge",Active,Occupied,138,Management,"Rodriguez Angie"
39260443,"Sandalfoot 1A1",,Sandalfoot,"04/09/26 03:06 pm","04/09/26 03:06 pm",04/09/26,N/A,"Not Blocked", , ,"Sandalfoot 1A1 kitchen drawer came off hinge","Sandalfoot Maintenance",N/A,N/A,No,Owner,Active,Reclean,140,Management,"Herrera Alain"
39164618,"Sandalfoot 4B1",,Sandalfoot,"04/04/26 03:38 pm","04/04/26 03:38 pm",,N/A,"Not Blocked", , ,"SandalFoot 4B1 Lock needs Battery- guest checks out 4/8","Sandalfoot Maintenance",N/A,N/A,No,"No Charge",Active,Occupied,145,Management,"Rodriguez Angie"
39159638,"Sandalfoot 5C1",,Sandalfoot,"04/04/26 10:31 am","04/04/26 10:31 am",,N/A,"Not Blocked", , ,"Sandalfoot 5C1 Shower draining slowly","Sandalfoot Maintenance",N/A,N/A,No,"No Charge",Active,Checked-out/Clean,145,Management,"Rodriguez Angie"
39139991,"Sandalfoot 1D1",,Sandalfoot,"04/03/26 09:40 am","04/03/26 09:40 am",,N/A,"Not Blocked", , ,"Sandalfoot 1D1 Lock needs Battery","Sandalfoot Maintenance",N/A,N/A,No,"No Charge",Active,Occupied,146,Management,"Rodriguez Angie"
39050551,"Sandalfoot 3A2",,Sandalfoot,"03/30/26 10:37 am","03/30/26 10:37 am",,N/A,"Not Blocked", , ,"Sandalfoot 3A2 Lamps","Sandalfoot Maintenance",N/A,N/A,No,Owner,Active,Checked-out/Clean,150,Management,"Rodriguez Angie"
38879331,"Sandalfoot 1B2",,Sandalfoot,"03/21/26 03:38 pm","03/21/26 03:38 pm",,N/A,"Not Blocked", , ,"Sandalfoot 1B2 missing grout in the bathroom floor tile cracked a little bit","Sandalfoot Maintenance",N/A,N/A,No,Owner,Active,Checked-out/Clean,159,Management,"Herrera Alain"
38385022,"Sandalfoot 4D1",,Sandalfoot,"02/24/26 02:32 pm","02/24/26 02:32 pm",,N/A,"Not Blocked", , ,"4D1 Cable box needs to be set up in all rooms","Sandalfoot Maintenance",N/A,N/A,No,Owner,Active,Checked-out/Clean,184,Management,"Herrera Alain"
38345888-blinds,"Sandalfoot 1A3",,Sandalfoot,"02/22/26 01:49 pm","05/07/26 10:12 pm",02/24/26,N/A,"Not Blocked", , ,blinds,"Sandalfoot Maintenance",N/A,N/A,No,"No Charge",Active,Occupied,186,Management,"Sperrazza Julianna"
38307659,"Sandalfoot 5D3",,Sandalfoot,"02/20/26 09:13 am","02/20/26 09:13 am",,N/A,"Not Blocked", , ,"SandalFoot 5D3 Front Door Lock needs to be Replaced","Sandalfoot Maintenance",N/A,N/A,No,Owner,Active,Occupied,188,Management,"Rodriguez Angie"
38235780,"Sandalfoot 4A2",,Sandalfoot,"02/16/26 01:03 pm","03/09/26 11:51 am",,N/A,"Not Blocked", , ,"sandalfoot 4A2 master bedroom sliding door handle came off","Sandalfoot Maintenance",N/A,N/A,No,Owner,Active,Checked-out/Clean,192,Management,"Herrera Alain"
41990139,"Shaker Of Salt",,"Northern Portfolio","08/24/26 03:53 pm",,,N/A,"Not Blocked", , ,"pool water cloudy and has algae",N/A,N/A,Critical,No,"No Charge",Pending,Occupied,3,"Maintenance App","Sierra Mesa Juan"
41989899,"Shaker Of Salt",,"Northern Portfolio","08/24/26 03:39 pm","08/25/26 09:02 am",,N/A,"Not Blocked", , ,"three comforters are stained","Gulf Coast Maintenance",N/A,Critical,No,"No Charge","Pending Final Closing",Occupied,3,"Maintenance App","Sierra Mesa Juan"
41983512,"Bali Poolside",,"Northern Portfolio","08/24/26 10:50 am","08/25/26 09:07 am",,N/A,"Not Blocked", , ,"metal colum rusted","Gulf Coast Maintenance",N/A,Critical,No,"No Charge","Pending Final Closing",Checked-out/Clean,3,"Maintenance App","Sierra Mesa Juan"
41969523,"Shaker Of Salt",,"Northern Portfolio","08/23/26 01:44 pm",,,N/A,"Not Blocked", , ,"dryer not working properly",N/A,N/A,Critical,No,"No Charge",Pending,Occupied,4,"Maintenance App","Sierra Mesa Juan"
41938320,"Aloha House",,Seasonal,"08/21/26 02:51 pm",,,N/A,"Not Blocked", , ,"blue chair is stained",N/A,N/A,Critical,No,"No Charge",Pending,Checked-out/Clean,6,"Maintenance App","Sierra Mesa Juan"
41938277,"Aloha House",,Seasonal,"08/21/26 02:47 pm",,,N/A,"Not Blocked", , ,"microwave is not functioning",N/A,N/A,Critical,No,"No Charge",Pending,Checked-out/Clean,6,"Maintenance App","Sierra Mesa Juan"
41879283,"Gulf & Bay Bayside - 1338",,GBB,"08/18/26 10:58 am","08/18/26 02:32 pm",,N/A,"Not Blocked", , ,"chair cushion stained",N/A,N/A,Critical,No,"No Charge",Active,Checked-out/Clean,9,"Maintenance App","Sierra Mesa Juan"
41859236,"Coastal Oasis",,"Northern Portfolio","08/17/26 10:41 am",,,N/A,"Not Blocked", , ,"dishwasher bottom full of water",N/A,N/A,Critical,No,"No Charge",Pending,Occupied,10,"Maintenance App","Sierra Mesa Juan"
41848098,"A Shore Thing",,Seasonal,"08/16/26 03:51 pm",,08/16/26,N/A,"Not Blocked", , ,"wasp nest",N/A,N/A,Critical,No,"No Charge",Pending,Occupied,11,"Maintenance App","Sierra Mesa Juan"
41847419,"A Shore Thing",,Seasonal,"08/16/26 02:57 pm",,,N/A,"Not Blocked", , ,trash,N/A,N/A,Critical,No,"No Charge",Pending,Occupied,11,"Maintenance App","Sierra Mesa Juan"
41844689,"Beach House Residences Unit 1",,LUXURY,"08/16/26 11:59 am",,,N/A,"Not Blocked", , ,"bathtub hand spray is missing head",N/A,N/A,Critical,No,"No Charge",Pending,Occupied,11,"Maintenance App","Sierra Mesa Juan"
41843122,"Edgewater Bungalow",,"Northern Portfolio","08/16/26 09:43 am",,,N/A,"Not Blocked", , ,trash,N/A,N/A,Critical,No,"No Charge",Pending,Checked-out/Clean,11,"Maintenance App","Sierra Mesa Juan"
41828598,"Golfers Grove",,"Northern Portfolio","08/15/26 10:07 am",,,N/A,"Not Blocked", , ,"fire extinguisher",N/A,N/A,Critical,No,"No Charge",Pending,Checked-out/Clean,12,"Maintenance App","Sierra Mesa Juan"
41812122,"Gulf & Bay Bayside - 1304",,GBB,"08/14/26 11:20 am","08/15/26 11:54 am",,N/A,"Not Blocked", , ,"ac second floor","Global Air Conditioning, Inc.",N/A,Critical,No,"No Charge",Active,Occupied,13,"Maintenance App","Sierra Mesa Juan"
41756318,"Southern Exposure",,"Northern Portfolio","08/11/26 12:44 pm",,,N/A,"Not Blocked", , ,"couch back cushion stained",N/A,N/A,Critical,No,"No Charge",Pending,Occupied,16,"Maintenance App","Sierra Mesa Juan"
41755988,"Southern Exposure",,"Northern Portfolio","08/11/26 12:25 pm","08/11/26 05:58 pm",,N/A,"Not Blocked", , ,trash,"T-Wreckz Junk Removal LLC",N/A,Critical,No,"No Charge",Active,Occupied,16,"Maintenance App","Sierra Mesa Juan"
41754752,"Southern Comfort",,"Northern Portfolio","08/11/26 11:11 am",,,N/A,"Not Blocked", , ,"linen stained",N/A,N/A,Critical,No,"No Charge",Pending,Checked-out/Clean,16,"Maintenance App","Sierra Mesa Juan"
41735026,Birdie,,LUXURY,"08/10/26 10:50 am","08/10/26 01:19 pm",,N/A,"Not Blocked", , ,"no pool rules sign/Towel rack/Cabinet door knob","Gulf Coast Maintenance",N/A,Critical,No,"No Charge",Active,Checked-out/Clean,17,"Maintenance App","Sierra Mesa Juan"
41719769,"Ocean Eyes",,LUXURY,"08/09/26 02:04 pm","08/09/26 03:24 pm",,N/A,"Not Blocked", , ,"foot rest cover stained",N/A,N/A,Critical,No,"No Charge",Active,Occupied,18,"Maintenance App","Sierra Mesa Juan"
41719700,"Ocean Eyes",,LUXURY,"08/09/26 02:00 pm","08/09/26 03:24 pm",,N/A,"Not Blocked", , ,"couch cushion stained",N/A,N/A,Critical,No,"No Charge",Active,Occupied,18,"Maintenance App","Sierra Mesa Juan"
41717675,"Gulf & Bay Bayside - 1241",,GBB,"08/09/26 11:24 am","08/09/26 03:32 pm",,N/A,"Not Blocked", , ,"the leg rest in the master bedroom stained",N/A,N/A,Critical,No,"No Charge",Active,Checked-out/Clean,18,"Maintenance App","Sierra Mesa Juan"
41717623,"Signal Inn - Unit 03",,"Signal Inn","08/09/26 11:20 am","08/26/26 02:43 pm",08/28/26,N/A,"Not Blocked", , ,"Ceiling & bathtub.",N/A,N/A,Critical,No,"No Charge",Active,Checked-out/Clean,18,"Maintenance App","Urroz Cesar"
41682600,"The Boat House",,"Central Portfolio","08/07/26 02:10 pm","08/07/26 03:00 pm",,N/A,"Not Blocked", , ,"Multiple items from inspection","Gulf Coast Maintenance",N/A,Critical,No,"No Charge","Pending Final Closing",Checked-out/Clean,20,"Maintenance App","Sierra Mesa Juan"
41665085,"Coastal Oasis",,"Northern Portfolio","08/06/26 04:46 pm","08/06/26 04:46 pm",08/07/26,N/A,"Not Blocked", , ,"gutter clean, pressure wash the pool cage and the deck","Elephant Pro, Inc",N/A,Critical,No,"No Charge","Pending Final Closing",Occupied,21,Management,"Lizada John"
41622723,"Gulf & Bay Bayside - 1219",,GBB,"08/04/26 01:57 pm","08/04/26 03:57 pm",,N/A,"Not Blocked", , ,"handle on kitchen drawer broken","Gulf Coast Maintenance",N/A,Critical,No,"No Charge","Pending Final Closing",Checked-out/Clean,23,"Maintenance App","Sierra Mesa Juan"
41602832,"Gulf & Bay Bayside - 1304",,GBB,"08/03/26 03:10 pm",,,N/A,"Not Blocked", , ,"chair upstairs ripped",N/A,N/A,Critical,No,"No Charge",Pending,Occupied,24,"Maintenance App","Sierra Mesa Juan"
41602766,"Gulf & Bay Bayside - 1304",,GBB,"08/03/26 03:07 pm","08/04/26 01:02 pm",,N/A,"Not Blocked", , ,"blue arm chair dirty","Carpet Cleaner's Near Me LLC",N/A,Critical,No,"No Charge",Active,Occupied,24,"Maintenance App","Sierra Mesa Juan"
41583425,"Gulf & Bay Bayside - 1272",,GBB,"08/02/26 02:50 pm","08/02/26 04:44 pm",,N/A,"Not Blocked", , ,"leather couch has stains on headrest",N/A,N/A,Critical,No,"No Charge",Active,Checked-out/Clean,25,"Maintenance App","Sierra Mesa Juan"
41582007,"Turtle House",,Seasonal,"08/02/26 01:10 pm","08/02/26 05:03 pm",,N/A,"Not Blocked", , ,"couch armrest and carpet by the fron door","America's Carpet Masters Services Corp.",N/A,Critical,No,"No Charge",Active,Occupied,25,"Maintenance App","Sierra Mesa Juan"
41567620,"zSugar Beach",,"Northern Portfolio","08/01/26 01:54 pm","08/03/26 04:59 pm",,N/A,"Not Blocked", , ,trash,"T-Wreckz Junk Removal LLC",N/A,Critical,No,"No Charge",Active,Occupied,26,"Maintenance App","Sierra Mesa Juan"
41565694,"7th Heaven",,"Northern Portfolio","08/01/26 11:47 am",,,N/A,"Not Blocked", , ,"couch in guest bedroom stained",N/A,N/A,Critical,No,"No Charge",Pending,Checked-out/Clean,26,"Maintenance App","Sierra Mesa Juan"
41565588,"7th Heaven",,"Northern Portfolio","08/01/26 11:42 am",,,N/A,"Not Blocked", , ,"chair cushion stained",N/A,N/A,Critical,No,"No Charge",Pending,Checked-out/Clean,26,"Maintenance App","Sierra Mesa Juan"
41543340,"My Great Escape",,"Northern Portfolio","07/31/26 12:30 pm",,,N/A,"Not Blocked", , ,"couch in family dirty",N/A,N/A,Critical,No,"No Charge",Pending,Occupied,27,"Maintenance App","Sierra Mesa Juan"
41540171,"zSunset Splash",,"Northern Portfolio","07/31/26 09:41 am","07/31/26 09:41 am",07/31/26,N/A,"Not Blocked", , ,"AC not working","Aap Air, LLC",N/A,Critical,No,"No Charge","Pending Final Closing",Occupied,27,Management,"Lizada John"
41484544,"Aloha House",,Seasonal,"07/28/26 01:28 pm",,,N/A,"Not Blocked", , ,"blue chair dirty",N/A,N/A,Critical,No,"No Charge",Pending,Checked-out/Clean,30,"Maintenance App","Sierra Mesa Juan"
41477943,"The White Pearl",,Seasonal,"07/28/26 09:53 am",,,N/A,"Not Blocked", , ,"couch cover dirty or stained",N/A,N/A,Critical,No,"No Charge",Pending,Checked-out/Clean,30,"Maintenance App","Sierra Mesa Juan"
41348826,"Beachbound Bliss",,Seasonal,"07/21/26 11:24 am",,,N/A,"Not Blocked", , ,wifi,N/A,N/A,Critical,No,"No Charge",Pending,Checked-out/Clean,37,"Maintenance App","Sierra Mesa Juan"
41309291,"My Great Escape",,"Northern Portfolio","07/19/26 12:39 pm","07/19/26 12:39 pm",07/20/26,N/A,"Not Blocked", , ,"Refrigerator issue","Alpha Appliance Solutions LLC",N/A,Critical,No,Owner,"Pending Final Closing",Occupied,39,Management,"Lizada John"
41173892,"Dreams Of Paradise",,"Northern Portfolio","07/12/26 04:12 pm","07/12/26 04:12 pm",07/13/26,N/A,"Not Blocked", , ,"Fridge is leaking","Alpha Appliance Solutions LLC",N/A,Critical,No,"No Charge","Pending Final Closing","Pending Inspection",46,Management,"Lizada John"
41076931,"Beach House Residences Unit 1",,LUXURY,"07/10/26 11:02 am","07/10/26 11:02 am",07/10/26,N/A,"Not Blocked", , ,"Electrical Issue","Twyn Electric, LLC",N/A,Critical,No,"No Charge","Pending Final Closing",Occupied,48,Management,"Lizada John"
40973125,"Ospreys Nest",,Seasonal,"07/05/26 03:19 pm","07/05/26 03:20 pm",07/06/26,N/A,"Not Blocked", , ,"Couch cleaning","Carpet Cleaner's Near Me LLC",N/A,Critical,No,"No Charge","Pending Final Closing",Checked-out/Clean,53,Management,"Lizada John"
40941992,"Sunnyside Up",,"Northern Portfolio","07/03/26 01:30 pm","07/03/26 01:30 pm",,N/A,"Not Blocked", , ,"Remove livingroom rugs","Gulf Coast Maintenance",N/A,Critical,No,"No Charge",Active,Occupied,55,Management,"Lizada John"
40839599,"Southern Exposure",,"Northern Portfolio","06/28/26 07:57 pm","06/28/26 07:57 pm",06/28/26,N/A,"Not Blocked", , ,"AC not working properly","Aap Air, LLC",N/A,Critical,Yes,"No Charge","Pending Final Closing",Occupied,60,Management,"Omasdang Margel"
40751343,"Once Upon A Tide",,Seasonal,"06/24/26 01:43 pm",,,N/A,"Not Blocked", , ,"Guest bathroom shower handle",N/A,N/A,Critical,No,"No Charge",Pending,Occupied,64,"Maintenance App","Monteforte Gavin"
40691736,Birdie,,LUXURY,"06/21/26 12:47 pm","06/21/26 12:47 pm",06/22/26,N/A,"Not Blocked", , ,"Clean the garbage bins","Gulf Coast Maintenance",N/A,Critical,No,"No Charge","Pending Final Closing",Checked-out/Clean,67,Management,"Lizada John"
38464172,"Signal Inn - Unit 19",,"Signal Inn","02/28/26 09:15 am","02/28/26 09:15 am",02/28/26,N/A,"Not Blocked", , ,"oven malfunctioning","Gulf Coast Maintenance",N/A,Critical,No,"No Charge",Active,Occupied,180,Management,"Yelenich Peyton"
41901194,"Signal Inn - Unit 07",,"Signal Inn","08/19/26 01:18 pm",,,N/A,"Not Blocked", , ,"multiple issues",N/A,N/A,"Maintenance Tasks",Yes,"No Charge",Pending,Occupied,8,"Maintenance App","Ventura Nikolas"
41759856,"Signal Inn - Unit 17",,"Signal Inn","08/11/26 02:35 pm",,,N/A,"Not Blocked", , ,"Upstairs Bathroom",N/A,N/A,"Maintenance Tasks",Yes,"No Charge",Pending,Occupied,16,"Maintenance App","Ventura Nikolas"
41458260,"Cyprina Beach #10",,"Sanibel Portfolio","07/27/26 10:57 am","07/27/26 10:57 am",08/01/26,N/A,"Not Blocked", , ,"Replace sliding glass door handle","Gulf Coast Maintenance",N/A,"Maintenance Tasks",No,Owner,"Pending Final Closing",Occupied,31,Management,"Banks Jen"
41425021,"Signal Inn - Unit 03",,"Signal Inn","07/25/26 01:45 pm","07/25/26 01:45 pm",,N/A,"Not Blocked", , ,"ceiling vent needs cleaning",N/A,N/A,"Maintenance Tasks",No,"No Charge",Active,Checked-out/Clean,33,"Maintenance App","McCartney Michelle"
41385776,"Signal Inn - Unit 17",,"Signal Inn","07/23/26 12:06 pm",,,N/A,"Not Blocked", , ,"Signal Inn 17 Blinds",N/A,N/A,"Maintenance Tasks",No,"No Charge",Pending,Occupied,35,Management,"Ventura Nikolas"
41326405,"Horizon Oasis",,"Sanibel Portfolio","07/20/26 09:50 am","07/20/26 09:50 am",07/21/26,N/A,"Not Blocked", , ,"AC not working","Sunset Air & Home Services, Inc.",N/A,"Maintenance Tasks",No,"No Charge",Active,Occupied,38,Management,"Banks Jen"
41053807,"Sandalfoot 2B3",,Sandalfoot,"07/09/26 12:55 pm","07/09/26 12:55 pm",07/09/26,N/A,"Not Blocked", , ,Amenities,"Gulf Coast Vacation Rentals",N/A,"Maintenance Tasks",Yes,"No Charge",Active,Occupied,49,Management,"Maboloc Yannah"
41008737,"Sandalfoot 4C2",,Sandalfoot,"07/07/26 11:07 am","07/07/26 11:07 am",07/07/26,N/A,"Not Blocked", , ,CI,"Gulf Coast Vacation Rentals",N/A,"Maintenance Tasks",Yes,"No Charge",Active,Checked-out/Clean,51,Management,"Maboloc Yannah"
40868999,"Sandalfoot 4C3",,Sandalfoot,"06/30/26 08:57 am","06/30/26 08:57 am",06/30/26,N/A,"Not Blocked", , ,"Ice maker","Gulf Coast Vacation Rentals",N/A,"Maintenance Tasks",Yes,"No Charge",Active,Checked-out/Clean,58,Management,"Maboloc Yannah"
40766857,"Sandalfoot 3A2",,Sandalfoot,"06/25/26 10:31 am","06/25/26 10:31 am",06/25/26,N/A,"Not Blocked", , ,"enjoying their stay","Gulf Coast Vacation Rentals",N/A,"Maintenance Tasks",Yes,"No Charge",Active,Checked-out/Clean,63,Management,"Maboloc Yannah"
40546382,"Dolphins Reach",,"Sanibel Portfolio","06/13/26 10:08 am","06/13/26 10:08 am",06/16/26,N/A,"Not Blocked", , ,"No hot Water","Gulf Coast Maintenance",N/A,"Maintenance Tasks",No,"No Charge",Active,Checked-out/Clean,75,Management,"Banks Jen"
40489028,"Signal Inn - Unit 16",,"Signal Inn","06/10/26 08:18 am","06/10/26 08:18 am",06/10/26,N/A,"Not Blocked", , ,"Informed about CI","Gulf Coast Vacation Rentals",N/A,"Maintenance Tasks",Yes,"No Charge",Active,Occupied,78,Management,"Maboloc Yannah"
40363912,"Signal Inn - Unit 05",,"Signal Inn","06/04/26 08:16 am","06/04/26 08:16 am",06/04/26,N/A,"Not Blocked", , ,"Informed about b2b","Gulf Coast Vacation Rentals",N/A,"Maintenance Tasks",Yes,"No Charge",Active,Occupied,84,Management,"Maboloc Yannah"
39906022,"Sandpebble 4E",,"Sanibel Portfolio","05/12/26 05:27 pm",,,N/A,"Not Blocked", , ,"TV guest bedroom.",N/A,N/A,"Maintenance Tasks",No,"No Charge",Pending,Checked-out/Clean,107,"Maintenance App","Urroz Cesar"
39832324,"Breakers West C3",,"Sanibel Portfolio","05/08/26 12:10 pm",,,N/A,"Not Blocked", , ,"Toilet Paper Holder",N/A,N/A,"Maintenance Tasks",No,"No Charge",Pending,Occupied,111,"Maintenance App","Urroz Cesar"
41955321,"zSunset Splash",,"Northern Portfolio","08/22/26 03:08 pm",,,N/A,"Not Blocked", , ,spiderwebs,N/A,N/A,Medium,No,"No Charge",Pending,Occupied,5,"Maintenance App","Sierra Mesa Juan"
41951136,"Blue Dolphin",,"Northern Portfolio","08/22/26 11:04 am","08/22/26 11:12 am",,N/A,"Not Blocked", , ,"air filter","Gulf Coast Maintenance",N/A,Medium,No,"No Charge",Active,Checked-out/Clean,5,"Maintenance App","Sierra Mesa Juan"
41883724,"Gulf & Bay Bayside - 1326",,GBB,"08/18/26 02:45 pm",,,N/A,"Not Blocked", , ,"marks on the walls by dining table",N/A,N/A,Medium,No,"No Charge",Pending,Checked-out/Clean,9,"Maintenance App","Sierra Mesa Juan"
41863912,"Gulf & Bay Bayside - 1350",,GBB,"08/17/26 02:26 pm","08/18/26 08:09 am",08/18/26,N/A,"Not Blocked", , ,"multiple items from inspection","Gulf Coast Maintenance",N/A,Medium,No,"No Charge","Pending Final Closing",Occupied,10,"Maintenance App","Sierra Mesa Juan"
41859620,"Coastal Oasis",,"Northern Portfolio","08/17/26 11:04 am",,,N/A,"Not Blocked", , ,spiderwebs,N/A,N/A,Medium,No,"No Charge",Pending,Occupied,10,"Maintenance App","Sierra Mesa Juan"
41843280,"Edgewater Bungalow",,"Northern Portfolio","08/16/26 09:50 am",,,N/A,"Not Blocked", , ,"floor feels sticky",N/A,N/A,Medium,No,"No Charge",Pending,Checked-out/Clean,11,"Maintenance App","Sierra Mesa Juan"
41834075,"Florida Dreams",,"Northern Portfolio","08/15/26 03:58 pm","08/17/26 10:15 am",,N/A,"Not Blocked", , ,"towel bar guest bathroom","Gulf Coast Maintenance",N/A,Medium,No,"No Charge","Pending Final Closing",Occupied,12,"Maintenance App","Sierra Mesa Juan"
41832100,"Dreams Of Paradise",,"Northern Portfolio","08/15/26 01:39 pm","08/17/26 08:54 am",,N/A,"Not Blocked", , ,"towel bar in shared bathroom loose",N/A,N/A,Medium,No,"No Charge",Active,"Pending Inspection",12,"Maintenance App","Sierra Mesa Juan"
41812723,"Gulf & Bay Bayside - 1304",,GBB,"08/14/26 11:52 am","08/15/26 08:30 am",,N/A,"Not Blocked", , ,"fire extinguisher","Gulf Coast Maintenance",N/A,Medium,No,"No Charge",Active,Occupied,13,"Maintenance App","Sierra Mesa Juan"
41753654,"Aloha House",,Seasonal,"08/11/26 09:58 am","08/11/26 09:58 am",,N/A,"Not Blocked", , ,"Router extension wire","Gulf Coast Maintenance",N/A,Medium,No,"No Charge",Active,Checked-out/Clean,16,Management,"Grajeda Raymundo"
41699692,"7th Heaven",,"Northern Portfolio","08/08/26 01:43 pm","08/08/26 01:43 pm",08/08/26,N/A,"Not Blocked", , ,Trash,"T-Wreckz Junk Removal LLC",N/A,Medium,No,"No Charge",Active,Checked-out/Clean,19,Management,"Lizada John"
41683318,"Florida Oasis",,"Northern Portfolio","08/07/26 02:51 pm","08/07/26 02:51 pm",08/08/26,N/A,"Not Blocked", , ,"Assesing lynx lock","Gulf Coast Maintenance",N/A,Medium,No,"No Charge",Active,Checked-out/Clean,20,Management,"McNamara Heather"
41665361,"Coastal Oasis",,"Northern Portfolio","08/06/26 05:03 pm","08/06/26 05:03 pm",08/07/26,N/A,"Not Blocked", , ,spiderwebs,"Tropic Pest Control",N/A,Medium,No,"No Charge","Pending Final Closing",Occupied,21,Management,"Lizada John"
41664360,"Signal Inn - Unit 03",,"Signal Inn","08/06/26 04:12 pm",,,N/A,"Not Blocked", , ,"bathroom ceiling",N/A,N/A,Medium,No,"No Charge",Pending,Checked-out/Clean,21,"Maintenance App","Ventura Nikolas"
41657480,"Paraclete Paradise",,"Central Portfolio","08/06/26 09:25 am","08/06/26 09:25 am",08/07/26,N/A,"Not Blocked", , ,"pool cage screen","Gulf Coast Maintenance",N/A,Medium,No,"No Charge","Pending Final Closing",Occupied,21,Management,"Lizada John"
41620444,"Ocean Eyes",,LUXURY,"08/04/26 12:08 pm","08/09/26 02:46 pm",,N/A,"Not Blocked", , ,"dining chair tear",N/A,N/A,Medium,No,"No Charge",Active,Occupied,23,"Maintenance App","Sierra Mesa Juan"
41604619,"Gulf & Bay Bayside - 1366",,GBB,"08/03/26 04:33 pm",,,N/A,"Not Blocked", , ,linens,N/A,N/A,Medium,No,"No Charge",Pending,Occupied,24,"Maintenance App","Sierra Mesa Juan"
41601778,"Sandalfoot 3D1",,Sandalfoot,"08/03/26 02:21 pm",,,N/A,"Not Blocked", , ,"drain plug disconnected from tub in guest bathroom",N/A,N/A,Medium,No,"No Charge",Pending,Occupied,24,"Maintenance App","Garcia Kyle"
41601014,"Rising Tide",,"Central Portfolio","08/03/26 01:45 pm","08/03/26 01:45 pm",,N/A,"Not Blocked", , ,"Need quote for window repair","Chilango enterprise LLC",N/A,Medium,No,"No Charge",Active,Occupied,24,Management,"Lizada John"
41568797,"Bayside Paradise",,"Northern Portfolio","08/01/26 03:08 pm","08/02/26 03:05 pm",,N/A,"Not Blocked", , ,"blue chairs stained","Carpet Cleaner's Near Me LLC",N/A,Medium,No,"No Charge",Active,Occupied,26,"Maintenance App","Sierra Mesa Juan"
41566590,"Southern Exposure",,"Northern Portfolio","08/01/26 12:45 pm","08/15/26 09:01 am",,"08/02/26 01:15pm","Not Blocked", , ,"exterior windows","Elephant Pro, Inc",N/A,Medium,No,"No Charge",Active,Occupied,26,"Maintenance App","Sierra Mesa Juan"
41566175,"7th Heaven",,"Northern Portfolio","08/01/26 12:22 pm","08/01/26 12:22 pm",08/01/26,N/A,"Not Blocked", , ,"Trash Pickup – 5812 7th Avenue Northwest Bradenton (Overflowing Trash Bin)","T-Wreckz Junk Removal LLC",N/A,Medium,No,"No Charge","Pending Final Closing",Checked-out/Clean,26,Management,"Eronico Maxine"
